null,resp_time,level,location,day_offset,week
,2013-04-11 09:00:00,2.0,"43.70335463,-72.29031856",18,3
,2013-04-12 22:00:00,1.0,"43.70646579,-72.28830733",19,3
,2013-04-13 22:00:00,2.0,"43.70297682,-72.29027506",20,3
,2013-04-14 04:00:00,2.0,"43.70285468,-72.29111293",20,3
,2013-04-17 08:00:00,2.0,"43.7027651,-72.2899934",23,4
,2013-04-16 08:00:00,2.0,"43.70154751,-72.29133289",22,4
,2013-04-15 00:00:00,1.0,"43.70306507,-72.28991765",21,4
,2013-04-15 18:00:00,1.0,"43.70154751,-72.29133289",22,4
,2013-04-15 20:00:00,2.0,"43.70154751,-72.29133289",22,4
,2013-04-16 05:00:00,2.0,"43.70154751,-72.29133289",22,4
,2013-04-17 05:00:00,2.0,"43.70284653,-72.2899152",23,4
,2013-04-18 09:00:00,2.0,"43.70692759,-72.28739722",25,4
,2013-04-18 04:00:00,2.0,"43.69378323,-72.29014069",24,4
,2013-04-19 08:00:00,1.0,"43.70734975,-72.28629956",25,4
,2013-04-21 08:00:00,2.0,"43.7067391,-72.28556913",27,4
,2013-04-23 07:00:00,1.0,"43.70705944,-72.28563764",29,5
,2013-04-25 18:00:00,2.0,"43.70240136,-72.28834841",32,5
,2013-04-26 18:00:00,1.0,"43.70693121,-72.28557612",33,5
,2013-04-29 07:00:00,3.0,"43.70710107,-72.28593983",35,6
,2013-04-29 00:00:00,2.0,"43.70670747,-72.28550624",35,6
,2013-04-29 20:00:00,3.0,"43.70581683,-72.28726988",36,6
,2013-05-01 09:00:00,2.0,"43.70101204,-72.28677708",38,6
,2013-05-02 06:00:00,2.0,"43.70687527,-72.28550074",38,6
,2013-05-03 05:00:00,1.0,"43.70607849,-72.28457859",39,6
,2013-05-04 02:00:00,1.0,"43.70705362,-72.28594706",40,6
,2013-05-05 07:00:00,1.0,"43.70691192,-72.28587513",41,6
,2013-05-06 07:00:00,1.0,"43.70706627,-72.28596306",42,7
,2013-05-08 04:00:00,2.0,"43.70688839,-72.28766405",44,7
,2013-05-08 08:00:00,3.0,"43.70745002,-72.28629793",44,7
,2013-05-09 22:00:00,2.0,"43.70154413,-72.28815252",46,7
,2013-05-07 04:00:00,3.0,"43.70702708,-72.28740368",43,7
,2013-05-08 18:00:00,1.0,"43.70702352,-72.28600841",45,7
,2013-05-07 19:00:00,3.0,Unknown,44,7
,2013-05-09 04:00:00,2.0,"43.70672146,-72.28713321",45,7
,2013-05-15 02:00:00,1.0,"43.70120165,-72.28667414",51,8
,2013-05-14 08:00:00,1.0,"43.70650157,-72.28532126",50,8
,2013-05-16 07:00:00,3.0,"43.70599455,-72.28837514",52,8
,2013-05-15 19:00:00,4.0,"43.70246446,-72.28774351",52,8
,2013-05-13 20:00:00,2.0,"43.70670191,-72.28568105",50,8
,2013-05-16 02:00:00,1.0,"43.70246446,-72.28774351",52,8
,2013-05-17 02:00:00,3.0,"43.70125983,-72.28646689",53,8
,2013-05-12 09:00:00,4.0,"43.70701211,-72.28611727",49,8
,2013-05-17 07:00:00,3.0,"43.70714135,-72.28594665",53,8
,2013-05-18 03:00:00,3.0,"43.70161344,-72.28714129",54,8
,2013-05-19 19:00:00,4.0,"43.70669977,-72.28545979",56,9
,2013-05-20 08:00:00,4.0,"43.70754131,-72.28597491",56,9
,2013-05-20 19:00:00,1.0,"43.70708213,-72.2859049",57,9
,2013-05-21 09:00:00,1.0,"43.70712264,-72.28701115",58,9
,2013-05-21 06:00:00,1.0,"43.70708213,-72.2859049",57,9
,2013-05-22 04:00:00,1.0,"43.70703895,-72.28583916",58,9
,2013-05-21 19:00:00,1.0,"43.70703895,-72.28583916",58,9
,2013-05-22 19:00:00,4.0,"43.70693856,-72.28579217",59,9
,2013-05-22 08:00:00,4.0,"43.7040776,-72.29042456",58,9
,2013-05-23 07:00:00,2.0,"43.70693856,-72.28579217",59,9
,2013-05-24 04:00:00,1.0,"43.70722775,-72.28725812",60,9
,2013-05-23 19:00:00,3.0,"43.70707614,-72.28631854",60,9
,2013-05-24 20:00:00,4.0,Unknown,61,9
,2013-05-25 04:00:00,1.0,"43.70694759,-72.28585767",61,9
,2013-05-25 08:00:00,3.0,"43.70744109,-72.28667853",61,9
,2013-05-31 07:00:00,5.0,"43.70696465,-72.28583899",67,10
,2013-05-26 09:00:00,2.0,"43.70709334,-72.28524117",63,10
,2013-05-29 18:00:00,4.0,"43.70689977,-72.28714289",66,10
,2013-06-01 07:00:00,4.0,"43.70717259,-72.2867125",68,10
